kepid,nu_max,delta_nu,tm_designation,teff,teff_err1,teff_err2,logg,logg_err1,logg_err2,feh,feh_err1,feh_err2,mass,mass_err1,mass_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,prov_sec,kepmag,dist,dist_err1,dist_err2,nconfp,nkoi,ntce,datalink_dvr,st_delivname,st_vet_date_str,ra,dec,st_quarters,teff_prov,logg_prov,feh_prov,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,av,av_err1,av_err2,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
3347286,39.587,4.234,2MASS J19305452+3828407,4776,75.0,-171.0,2.504,0.031,-0.023,0.21,0.15,-0.39,2.78,0.34,-1.698,15.449000000000002,1.166,-5.928999999999999,0.001062,0.0007276,-0.000128,DSEP,12.075,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,292.7272,38.477989,11100111011001000,PHO1,AST9,KIC0,10.273,0.024,9.644,0.02,9.535,0.018000000000000002,0.553,1239.637,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,143.951,161.267,182.55200000000002,199.584,220.30200000000002,245.525,250.99,260.856,275.11400000000003,282.44,284.92900000000003,286.543,287.547,289.048,,,,-2147483648,b'3135-971-1  ',1635378410781933568,2052310024580783360,1290335,2015.0,292.7271908547464,0.31740890309383213,38.4779644898987,0.4809482906635771,1.0449808131687717,0.662391541441781,-6.0797546535045655,2.904505230390139,-5.050607685669976,2.1263453528539293,0.4045151174068451,0.47929370403289795,-0.640414834022522,-0.41804084181785583,0.7480517625808716,-0.7113074064254761,-0.7184931635856628,-0.8779162764549255,-0.6057766079902649,0.5545586943626404,99,99,99,88,0,11,,1.1868847221237933,406.5705163301261,False,11.54673957824707,0.7075326442718506,3.088019002461806e-05,5,18,False,0.4736037850379944,0.1954721063375473,0.2579972743988037,0.2949002981185913,-112.37713623046875,71.06058502197266,5.128891468048096,-6.42841100692749,132,272336.9544426927,250.62026392067642,11.937003622796801,b'NOT_AVAILABLE',71.4975863341344,9.457666025811479,306.0857105852846,59.10279545495822,1.8500518538436496e-05
3352842,31.696,3.99,2MASS J19362256+3826439,4901,95.0,-228.0,2.412,0.034,-0.027000000000000003,0.21,0.15,-0.41,3.57,0.027,-1.739,19.465,0.672,-5.808,0.0006817,0.00032310000000000005,-5.566e-05,DSEP,10.287,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.09402,38.44553,11100000000000000,PHO1,AST9,KIC0,8.565,0.02,8.041,0.018000000000000002,7.933,0.017,0.8948,217.618,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,86.671,101.54700000000001,115.32600000000001,126.589,142.363,168.423,177.19099999999997,193.10299999999998,216.113,231.13400000000001,239.51,249.207,253.042,275.557,,,,-2147483648,b'3135-444-1  ',1635378410781933568,2052075381931146752,884273,2015.0,294.09411093698503,0.12778011283378166,38.445499842978144,0.14960124321886908,0.8511482017671802,0.26186770067902254,10.48590070960706,1.0886729925273186,-6.492090494799868,0.8876195201698794,0.5907017588615417,0.7353483438491821,-0.7864417433738708,-0.7305513620376587,0.6642929911613464,-0.7207497954368591,-0.6324511170387268,-0.9303727149963379,-0.7458911538124084,0.7293770909309387,90,90,89,87,1,3,,0.21906439896760782,77.43171625763947,False,2.3468947410583496,17.147491455078125,3.0673309083795175e-05,5,10,False,0.5199412703514099,0.2538467049598694,0.23217052221298218,0.3118014931678772,-80.65168762207031,86.64070892333984,-1.2225357294082642,9.265825271606445,89,1378197.4096185253,2104.796593545294,10.176491490579973,b'NOT_AVAILABLE',71.971368834793,8.494524778045706,308.0405059154267,58.74418491769806,2.7705305368613456e-05
3353773,27.857,3.921,2MASS J19371838+3825466,5000,109.0,-242.0,2.364,0.027999999999999997,-0.027999999999999997,0.07,0.14,-0.69,3.577,0.029,-2.445,20.604,0.626,-9.006,0.0005759,0.00044560000000000004,-4.868e-05,DSEP,11.173,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.3266,38.429629999999996,11101011101110111,PHO1,AST9,KIC0,9.527999999999999,0.022000000000000002,8.939,0.026000000000000002,8.855,0.02,0.6436,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,108.648,123.48200000000001,140.253,154.96200000000002,173.543,201.343,209.745,225.854,249.93,265.462,274.14099999999996,283.214,286.972,310.07099999999997,,,,-2147483648,b'3135-291-1  ',1635378410781933568,2052166160354451200,706677,2015.0,294.3266670554204,0.1584262144775342,38.42964711175112,0.20918376848188025,0.796789246159113,0.3022840010918139,11.084415100581252,1.0962943118949082,1.7736428116075196,0.9162094215241199,0.602767288684845,0.5159834623336792,-0.6986467838287354,-0.27138078212738037,0.8201763033866882,-0.7550877928733826,-0.21896371245384216,-0.8417419195175171,-0.13134878873825073,0.38117703795433044,58,58,58,55,0,3,,0.27385790978802277,68.30208920955195,False,2.8363754749298096,12.100813865661621,2.4081789888441563e-05,5,10,False,0.2814337909221649,0.2940323054790497,0.1976800411939621,0.6989438533782959,-50.15726852416992,-49.7622184753418,20.73485565185547,1.3458391427993774,70,612038.2788183171,797.2338533086389,11.05782360096156,b'NOT_AVAILABLE',72.04398593323583,8.326380858344335,308.3638847508892,58.671925333563095,1.1608564966326224e-05
3355015,26.312,3.463,2MASS J19382715+3827580,4899,96.0,-96.0,2.334,0.013000000000000001,-0.013000000000000001,-0.08,0.06,-0.06,1.18,0.14,-0.13,12.25,0.54,-0.55,0.0009013999999999999,2.817e-05,-2.817e-05,MULT55,11.898,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.61316,38.466128999999995,11111011101110111,PHO55,AST55,SPE55,10.129,0.022000000000000002,9.566,0.023,9.433,0.022000000000000002,0.6992,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,117.09200000000001,129.423,147.034,163.115,182.481,207.671,214.533,227.454,249.722,263.309,271.232,279.01099999999997,282.089,298.981,,,,-2147483648,b'3135-240-1  ',1635378410781933568,2052121801932217600,514026,2015.0,294.61314453244574,0.20573603144081593,38.46614085786009,0.29179344481119135,0.41320381080970864,0.46409769927920014,-0.7650427660137491,1.934544287092781,-1.5538570794018955,1.735071201628639,0.42309531569480896,0.6745280623435974,-0.7563953995704651,-0.5822610259056091,0.6428837776184082,-0.6381478309631348,-0.505881667137146,-0.9102917909622192,-0.668510377407074,0.6543208360671997,70,70,70,63,0,7,,0.5930776669356294,191.12231269724296,False,5.834479808807373,2.8040807247161865,3.032316999451723e-05,5,13,False,0.5803622603416443,0.49482461810112,0.3846547603607178,0.3502534329891205,-91.63859558105469,83.03018188476562,9.195287704467773,-1.159286379814148,97,325402.6512333909,96.9245631804409,11.743717346215657,b'NOT_AVAILABLE',72.18378023238537,8.146024162681242,308.7951911351567,58.63547841539641,2.0388541999122702e-05
3355034,37.295,4.16,2MASS J19382821+3826561,5019,133.0,-241.0,2.499,0.031,-0.031,0.07,0.13,-0.57,3.322,0.038,-2.132,16.994,0.615,-6.87,0.0009533999999999999,0.0006852000000000001,-8.792e-05,DSEP,11.172,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.61758,38.448929,11101011101110110,PHO1,AST9,KIC0,9.505,0.023,8.978,0.023,8.865,0.022000000000000002,0.6412,1426.313,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,108.678,123.662,140.07399999999998,153.939,171.169,196.187,203.342,216.18,234.112,243.521,248.298,253.27,255.52900000000002,265.91700000000003,,,,-2147483648,b'3135-583-1  ',1635378410781933568,2052121561414049280,105074,2015.0,294.61755218386264,0.1215592084058691,38.44892646492513,0.16459136320047077,0.9836230932006557,0.24828032626377092,-3.7398976572594833,1.0699228589331142,-6.668840851941367,0.7838666748643798,0.625556230545044,0.7077376246452332,-0.7554808259010315,-0.5568397641181946,0.7635015249252319,-0.763739824295044,-0.5870264172554016,-0.9133235216140747,-0.5450616478919983,0.5962783694267273,98,98,98,94,0,4,,0.22063470128867976,89.38427121677522,False,2.3606722354888916,17.13739585876465,3.447496419539675e-05,5,16,False,0.47532594203948975,0.23548533022403717,0.24266257882118225,0.38579061627388,-86.55870819091797,-85.2437973022461,14.83659839630127,-0.47516483068466187,124,627160.2921625277,1114.532824368359,11.031323679447933,b'NOT_AVAILABLE',72.17012892312016,8.134815840940552,308.7909529952024,58.61806061248572,2.600215383705239e-05
3424072,176.003,13.374,2MASS J18595946+3835219,5223,73.0,-188.0,3.1710000000000003,0.031,-0.028999999999999998,-0.16,0.22,-0.4,2.033,0.199,-0.938,6.132999999999999,0.33,-1.6580000000000001,0.01241,0.005047,-0.001161,DSEP,10.282,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,284.99777,38.589439,11111111111111111,PHO1,AST9,KIC0,8.838,0.02,8.349,0.018000000000000002,8.253,0.024,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,126.711,126.17,128.776,127.476,127.602,122.662,119.281,114.266,106.594,99.602,94.161,89.665,88.234,81.377,,,,-2147483648,b'3119-785-1  ',1635378410781933568,2100138333710604288,858099,2015.0,284.99783275409766,0.20969397206548251,38.58944761422623,0.22250068494673442,1.6309769492273865,0.4292819509691195,6.593309963389107,1.4428443918507239,5.6230743997503065,1.3526785529312007,0.705184280872345,0.8504737615585327,-0.882209062576294,-0.8396636843681335,0.8113857507705688,-0.8070981502532959,-0.8715527653694153,-0.9491066336631775,-0.9587634205818176,0.9607897996902466,56,56,56,53,0,3,,0.30465596100471853,44.10547103335667,False,3.1174819469451904,9.068039894104004,2.447351835144218e-05,5,12,False,0.3821999132633209,0.1038745790719986,0.6107839941978455,0.1847814917564392,-80.3077163696289,83.28547668457031,-19.795503616333008,-29.23017120361328,72,1376679.8518498063,2503.8005742805176,10.177687672785268,b'NOT_AVAILABLE',68.97607127000661,14.978522553475097,294.4634847116325,60.761219968906886,2.6175026554945796e-05
3424105,52.149,5.147,2MASS J19000206+3832494,4614,73.0,-73.0,2.603,0.011000000000000001,-0.011000000000000001,0.26,0.05,-0.05,1.49,0.16,-0.13,10.1,0.42,-0.38,0.002042,5.634e-05,-7.043e-05,MULT55,11.529000000000002,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,285.00861000000003,38.54707,11101111111111100,PHO55,AST55,SPE55,9.766,0.021,9.22,0.027000000000000003,9.01,0.017,0.8262,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,148.49,168.396,187.326,200.56,217.822,239.56900000000002,244.582,252.334,260.485,261.53700000000003,260.245,257.954,257.58799999999997,252.908,,,,-2147483648,b'3120-225-1  ',1635378410781933568,2100126410881422720,978609,2015.0,285.00860518165524,0.15584422975863152,38.547112826785835,0.22078308561293766,0.9556467914230609,0.2625951656373257,-0.27293640243197137,0.6876624067503936,8.345895996350897,0.7038116818192713,0.18711096048355103,0.19521062076091766,-0.5620558261871338,-0.2611105740070343,0.567039966583252,-0.43279916048049927,-0.760496973991394,-0.580310046672821,-0.8009525537490845,0.6682853698730469,94,94,92,91,2,3,,0.4073582049274993,222.8443419864286,False,4.072813034057617,5.796847820281982,2.711521665332839e-05,5,16,False,0.5185427069664001,0.13693897426128387,0.29398176074028015,0.3886905312538147,-46.74113845825195,-74.53578186035156,-8.512730598449707,-18.075397491455078,109,450511.92294905323,1063.3501549830814,11.390504340799996,b'NOT_AVAILABLE',68.93913432241652,14.95423614486736,294.4620825104006,60.71806090788649,8.471204978770549e-06
3425476,39.282,4.446,2MASS J19021896+3835545,4906,81.0,-81.0,2.501,0.011000000000000001,-0.012,0.04,0.05,-0.05,1.38,0.13,-0.11,10.9,0.43,-0.28,0.001493,4.226e-05,-4.226e-05,MULT55,11.675999999999998,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,285.57903999999996,38.598492,11111111111111111,PHO55,AST55,SPE55,10.027000000000001,0.02,9.48,0.02,9.378,0.017,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,129.976,146.661,165.335,180.39700000000002,199.13400000000001,223.399,229.555,239.46599999999998,253.743,261.056,264.383,267.615,268.70799999999997,273.62,,,,-2147483648,b'3120-883-1  ',1635378410781933568,2100033502148826624,229477,2015.0,285.57901054798856,0.1432410920406001,38.59842053953255,0.23438823103936648,0.47292705662418055,0.326913986605787,-2.958980823922687,1.477395891208399,-10.470115007443194,0.6860253982476721,0.20014841854572296,0.16187354922294617,-0.29829004406929016,-0.09612477570772171,0.7723982334136963,-0.6757730841636658,-0.21446798741817474,-0.8337807655334473,0.05724583938717842,-0.36653605103492737,105,105,105,99,0,6,,0.4954260518174166,226.68497429437917,False,4.904722690582275,3.960376739501953,3.156005550408736e-05,5,18,False,0.3058677613735199,0.14259149134159088,0.32299119234085083,0.3048151433467865,-90.00374603271484,38.438995361328125,21.29741859436035,-25.699684143066406,136,391010.2014869267,397.6647841131717,11.544299843038317,b'NOT_AVAILABLE',69.16917774270357,14.564338250452707,295.37450259686744,60.67257974750027,2.9816709812760117e-05
3425675,32.288,4.131,2MASS J19023891+3835251,4863,85.0,-85.0,2.405,0.012,-0.012,-0.16,0.06,-0.06,1.0,0.1,-0.08,10.38,0.44,-0.36,0.001254,4.226e-05,-4.226e-05,MULT55,11.299000000000001,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,285.66213999999997,38.590309000000005,11101111111111110,PHO55,AST55,SPE55,9.642999999999999,0.022000000000000002,9.118,0.019,8.976,0.017,0.8217,1426.313,7.1,7.1,7.1,7.1,7.1,7.1,7.104,7.101,7.1,7.1,7.1,7.1,7.1,7.1,110.695,126.259,143.518,158.162,176.666,204.824,213.03900000000002,228.255,250.136,263.663,271.469,278.836,281.685,299.437,,,,-2147483648,b'3120-1581-1 ',1635378410781933568,2100032918033274752,114738,2015.0,285.6621446434759,0.14098814008883595,38.59030213888532,0.2246555459447023,0.9486009161489966,0.3133690898840798,0.18082554993503397,1.4059117174031324,-4.392975291724156,0.6627734212176742,0.2253752499818802,0.18614186346530914,-0.30008867383003235,-0.13139113783836365,0.7657831311225891,-0.6702809929847717,-0.2330239862203598,-0.8332507610321045,0.044653862714767456,-0.3547742962837219,102,102,101,96,1,6,,0.4551121946635202,374.6216230282021,False,4.522907257080078,4.593014240264893,4.178295421297662e-05,5,18,False,0.30105045437812805,0.1497460901737213,0.31857210397720337,0.2899053394794464,-88.92149353027344,38.72993850708008,21.89923095703125,-26.385028839111328,135,562012.7684250715,1706.0556085273788,11.15040460768675,b'NOT_AVAILABLE',69.18804323809036,14.50145497729864,295.5002861354262,60.65045381856931,1.1798838170667928e-05
3426898,63.828,6.547,2MASS J19042962+3835044,4847,81.0,-81.0,2.7030000000000003,0.01,-0.011000000000000001,-0.39,0.07,-0.07,1.13,0.1,-0.1,7.85,0.29,-0.29,0.003296,9.86e-05,-9.86e-05,MULT55,11.993,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,286.12344,38.584579,11111111111111111,PHO55,AST55,SPE55,10.363,0.02,9.816,0.02,9.692,0.017,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,172.90900000000002,191.25599999999997,206.981,215.017,226.405,238.269,239.97299999999998,242.218,242.768,239.412,233.685,228.33700000000002,226.959,217.09400000000002,,,,-2147483648,b'3120-637-1  ',1635378410781933568,2099978457848487552,1526497,2015.0,286.1234284674986,0.12138381856373931,38.584484688792514,0.2110020136835421,0.3531506323921384,0.2804036856971551,-3.418620942315573,1.3847643971441237,-17.063113412131468,0.6480950548947292,0.15532846748828888,0.16759710013866425,-0.24679946899414062,-0.12856170535087585,0.7704102396965027,-0.7158774137496948,-0.06119395047426224,-0.8255632519721985,0.10602069646120071,-0.4432223439216614,99,99,98,92,1,7,,0.368542422521762,159.60446728079341,False,3.7092745304107666,6.892476558685303,2.9747194275842048e-05,5,16,False,0.38971081376075745,0.23205600678920746,0.3077906370162964,0.24223464727401733,-78.07085418701172,50.45809555053711,17.024906158447266,-25.595294952392578,124,293441.0624392116,236.13700090916748,11.855967847818047,b'NOT_AVAILABLE',69.33072467878173,14.168391192902867,296.2140036524317,60.564756849150854,2.3796605360129856e-05
3427850,27.399,3.489,2MASS J19055584+3835278,4922,88.0,-88.0,2.322,0.013000000000000001,-0.013000000000000001,-0.3,0.06,-0.06,1.07,0.12,-0.11,11.8,0.52,-0.48,0.0009155,2.817e-05,-2.817e-05,MULT55,9.207,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,286.48267000000004,38.59108,11111111111111111,PHO55,AST55,SPE55,7.593,0.018000000000000002,7.077000000000001,0.02,6.973,0.021,0.8755,1459.789,7.1,7.1,7.1,7.1,8.626,11.345,11.182,10.154,8.652999999999999,9.992,9.075,8.652000000000001,8.172,7.87,61.428000000000004,72.15899999999999,81.878,89.28299999999999,100.074,119.494,127.352,141.95,161.512,174.576,183.495,192.912,197.053,227.731,,,,-2147483648,b'3120-1221-1 ',1635378410781933568,2099987357020724608,1942445,2015.0,286.4826553209978,0.16223942068625546,38.59109543739905,0.22882518743676855,1.3348590652346086,0.2602314996798903,-9.544545076356988,1.1272538324613155,3.6330857872941946,0.8196524167860643,-0.33715954422950745,-0.21395830810070038,-0.3873424232006073,0.360858291387558,0.6694651246070862,-0.19872300326824188,-0.6600834727287292,-0.5533051490783691,-0.28933390974998474,-0.356622576713562,89,89,89,87,0,2,,0.3411339126159763,122.16831094728228,False,3.4542078971862793,7.695476055145264,1.6600799426669255e-05,5,14,False,0.482663631439209,0.3121602535247803,0.32858380675315857,0.3666122555732727,-128.72325134277344,44.40939712524414,13.972330093383789,-26.68169403076172,112,3762687.252522686,1648.017720763422,9.086024758638946,b'NOT_AVAILABLE',69.45325196620657,13.913915382171417,296.7730100881053,60.50745126906202,2.829716540243555e-05
3429738,55.018,5.887,2MASS J19084683+3835523,4818,94.0,-94.0,2.641,0.011000000000000001,-0.012,-0.26,0.06,-0.06,1.11,0.13,-0.12,8.33,0.37,-0.38,0.002704,9.86e-05,-9.86e-05,MULT55,10.046,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,287.19513,38.597881,11111111111111111,PHO55,AST55,SPE55,8.381,0.023,7.861000000000001,0.022000000000000002,7.73,0.021,0.8757,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.102,7.1,7.1,7.1,7.1,7.1,7.1,122.837,142.937,158.947,169.843,184.84099999999998,208.454,216.174,229.11,241.455,245.396,245.108,244.394,244.53099999999998,243.16400000000002,,,,-2147483648,b'3120-989-1  ',1635378410781933568,2099600157131498624,353140,2015.0,287.1950228190053,0.11666664612106012,38.59785178870797,0.18940641938877262,1.8209518638201831,0.23710149445098105,-19.01444456734369,0.896805892403007,-11.169524693596783,0.5764652193662816,0.22809326648712158,0.300895094871521,-0.4524172842502594,-0.14089998602867126,0.5694301724433899,-0.5309923887252808,-0.44526851177215576,-0.8138073086738586,-0.0843711569905281,-0.1412850022315979,106,106,102,103,4,3,,0.27271428519048746,124.73000296998737,False,2.8260059356689453,11.873006820678711,2.4105003831209615e-05,5,16,False,0.2940118610858917,0.3157587945461273,0.25187090039253235,0.06799851357936859,-88.1412353515625,70.72364044189453,23.679672241210938,-20.414749145507812,130,1723370.7785622503,3641.726655031088,9.933823251880247,b'NOT_AVAILABLE',69.69247229036012,13.40794507331576,297.8737770492447,60.38395296490776,1.7913206693606237e-05
3431022,33.204,4.136,2MASS J19104036+3833285,5188,48.0,-21.0,2.4330000000000003,0.026000000000000002,-0.034,-2.34,0.28,-0.12,0.756,0.294,,8.743,1.7409999999999999,-0.21100000000000002,0.001593,0.00012030000000000001,-0.0003391,DSEP,11.652000000000001,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,287.66818,38.557941,11101111111111100,PHO1,AST9,KIC0,9.996,0.021,9.469,0.024,9.349,0.017,0.8263,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,145.451,164.185,186.12900000000002,205.24200000000002,228.865,261.126,269.813,286.32599999999996,310.41,323.413,329.88800000000003,336.032,338.598,351.311,,,,-2147483648,b'3121-1734-1 ',1635378410781933568,2099552500174402560,752264,2015.0,287.66817071103094,0.1234622098108807,38.55789695667729,0.1988610786496602,0.36498283682261,0.2597933446166074,-1.8563641188098106,1.0218785084165638,-5.186171133876826,0.667799287427419,0.3784468173980713,0.4106150269508362,-0.5150040984153748,-0.23935817182064056,0.6208469271659851,-0.5928030014038086,-0.5138344764709473,-0.8578775525093079,-0.13494203984737396,0.0453694723546505,108,108,108,103,0,5,,0.35694620404448973,165.90851917138622,False,3.6011722087860107,7.354780673980713,3.1708517781225964e-05,5,17,False,0.35650435090065,0.2175464630126953,0.25589147210121155,0.16708587110042572,-108.76775360107422,84.71581268310547,26.53706932067871,-13.949823379516602,141,378202.0223843789,5041.325879240477,11.580460446724334,b'NOT_AVAILABLE',69.811478401609,13.054401221903285,298.579425062037,60.25615753298675,2.2439221572225435e-05
3431244,32.05,3.948,2MASS J19110064+3832088,4692,80.0,-103.0,2.4090000000000003,0.028999999999999998,-0.031,-0.16,0.23,-0.28,1.693,0.934,-0.724,13.446,2.735,-3.1660000000000004,0.0009808999999999998,0.0002895,-0.0001691,DSEP,11.956,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,287.75266,38.535782,11100000000000000,PHO1,AST9,KIC0,10.14,0.023,9.524,0.022000000000000002,9.392000000000001,0.018000000000000002,0.8947,217.618,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,131.969,148.86,169.00599999999997,186.544,209.209,239.792,248.757,263.29400000000004,285.272,295.084,301.027,306.238,308.546,319.194,,,,-2147483648,b'3121-1465-1 ',1635378410781933568,2099574730925127424,1552363,2015.0,287.752679574026,0.1931531151921115,38.53574803302155,0.31363735030313133,0.9165341504020642,0.4031242463392852,1.0863738699584875,1.6704220851895681,-8.655975015131506,1.5521600598397127,0.37848103046417236,0.34864285588264465,-0.573637068271637,-0.401011198759079,0.6698885560035706,-0.6687899827957153,-0.6477281451225281,-0.8528881669044495,-0.5064198970794678,0.5419582724571228,70,70,70,68,0,2,,0.6120896899425089,212.2251801151124,False,6.016101360321045,2.6306982040405273,3.10928444378078e-05,5,13,False,0.43060997128486633,0.30235856771469116,0.21864837408065796,0.3404696583747864,-105.80532836914062,-89.80127716064453,9.843951225280762,-5.687900543212891,96,298537.34831689583,3180.2416752804716,11.837273386372317,b'NOT_AVAILABLE',69.81888316749199,12.98506879996687,298.6976774970432,60.21856532959281,1.0987099936227804e-05
3432732,78.886,6.426,2MASS J19125731+3834515,5123,89.0,-89.0,2.804,0.013000000000000001,-0.013000000000000001,0.26,0.05,-0.05,2.58,0.27,-0.26,10.54,0.43,-0.41,0.0030989999999999998,8.451e-05,-7.043e-05,MULT55,10.738,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,288.23883,38.580978,11111111111111111,PHO55,AST55,SPE55,9.152000000000001,0.021,8.689,0.027000000000000003,8.583,0.017,0.8757,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,117.124,127.11399999999999,135.575,139.29399999999998,145.651,153.363,154.94,157.971,159.207,156.434,152.74200000000002,149.24200000000002,148.261,143.011,,,,-2147483648,b'3121-1231-1 ',1635378410781933568,2099380117367953792,1929572,2015.0,288.23879981950506,0.12117325258185566,38.58097068975263,0.17797195359060156,1.0296733909592486,0.2518676587334778,-2.921470110961964,1.0585898817057497,0.27140494668734466,0.8035897846657122,0.5822191834449768,0.5974658131599426,-0.6733598113059998,-0.5090892910957336,0.8123502135276794,-0.7859435677528381,-0.6374571919441223,-0.8958815336227417,-0.5671542286872864,0.5991262793540955,98,98,95,95,3,3,,0.25153412007516446,101.86362252148147,False,2.635009527206421,13.533156394958496,3.0836676160106435e-05,5,13,False,0.3799244165420532,0.11913219094276428,0.18719230592250824,0.2751106023788452,-101.44662475585938,-71.49996948242188,3.2774319648742676,-12.58850383758545,115,923758.8642234564,1809.9473739570956,10.610873516754541,b'NOT_AVAILABLE',70.02346597077067,12.658337680859745,299.4611771908767,60.16840342185133,1.4201114728105942e-05
